name,H1S1V1,H1S2V1,H1S3V1,H2S1V1,H2S2V1,H2S3V1,H3S1V1,H3S2V1,H3S3V1,H1S1V2,H1S2V2,H1S3V2,H2S1V2,H2S2V2,H2S3V2,H3S1V2,H3S2V2,H3S3V2,H1S1V3,H1S2V3,H1S3V3,H2S1V3,H2S2V3,H2S3V3,H3S1V3,H3S2V3,H3S3V3
6832_2_{X-18},1288930,297522,424486,1070108,664354,258842,53745,58145,11847,378244,131492,248297,99022,179184,1835943,8469,1699,115356,464919,458945,333726,95733,173598,9172441,1912,23561,65384
7253_4,112063,66260,18808,1234323,65001,21934,28569,3364,1196,41527,118542,51519,55225,70737,250164,8492,1500,3773,161981,195367,203142,164201,130602,14814983,2558,43563,46510
6838_3_{X-18},2434983,242714,651976,225158,180862,316800,15701,13910,16521,287555,184913,313043,118738,149319,5410386,9421,664,94998,294326,322557,281955,77069,4807,6265827,1075,67,559
6676_3_{X-18},2356315,289155,536640,178946,190917,286288,9409,7955,13687,325491,248777,345579,56351,151033,6666614,4635,670,91525,270577,221482,274470,66574,3557,5317372,840,74,971
6833_4_{X-18},1214195,238768,546837,484070,499401,379552,24456,48325,29995,308687,140447,259050,120712,187702,3294986,6952,1006,95358,347649,184693,244948,75216,35453,9088438,1526,1203,56279
6833_3_{X-18},1008621,356185,513413,834697,804219,326367,67091,124861,30102,349318,241375,215016,167060,202595,1928031,8444,1914,108512,444089,257598,356965,96040,184489,9193667,1405,18156,75674
7254_3,166001,104417,38203,1309619,104488,40032,37637,7402,2094,98288,178186,61921,58245,88045,453970,9005,1619,4234,240947,315555,250267,155072,128116,13962344,3202,47119,49876
6449_2,122274,76934,28728,1247491,123340,27162,31335,6020,1882,60467,140338,77492,72949,80858,546940,9406,1304,5197,191453,264898,257066,172835,156983,14113492,3557,45732,49771
7254,39480,29208,28421,2154305,679933,40904,22111,7458,5666,16114,267647,145483,161732,141715,166276,2239,2268,8181,569119,392367,379938,594109,330964,11505847,817,109550,114052
6420_4_{X-18},1983506,246247,584394,220654,219464,305767,12494,14315,19376,285459,173246,277828,65724,148037,6872748,6067,679,86279,277757,181488,250546,64903,3188,5613194,596,90,1858
6447,49471,36874,77968,1454333,1268346,123541,26474,13602,7117,32303,275348,115938,173501,161828,2061712,2584,1972,13512,321066,394904,458888,353909,513564,9762680,637,93344,120488
6416_1_{X-18},1837547,162477,502913,94340,76365,198153,6044,4542,11612,245486,196230,255229,55540,90813,7979884,2966,151,61453,217870,173927,153736,46946,1992,5538288,1376,21,3
6450_2,102230,64392,23899,1238223,128829,22645,31582,5356,1840,49750,122106,61302,61327,74920,411182,7637,1353,4992,157015,244422,246630,168239,156628,14431923,2671,45363,49448
7259_3,111812,53952,26112,1272044,83654,22391,28149,4325,1230,55354,120982,53338,62175,76154,296154,8927,1700,3789,175226,205271,224878,170942,139993,14620101,3581,45464,48206
6676_1_{X-18},2065928,359783,452057,255536,208480,283310,8963,7299,11687,282384,223904,285237,74872,139196,6794884,4835,590,79057,315783,158144,232323,61042,3623,5605825,1038,36,88
6441_4,143408,102417,26486,1284487,127423,52969,33214,9748,2211,74994,129501,57636,68847,84732,277820,12707,1500,4160,176035,200778,218149,180732,151809,14394605,3500,46443,49593
7259,38544,22754,23870,2261864,451302,30638,20613,5151,4704,13902,242983,130686,163002,137007,40354,2687,2255,7670,487559,259564,346490,441859,328104,12238983,502,105662,107195
6675_4_{X-18},2113357,283247,624712,286297,260596,352891,14640,15739,25542,343978,228554,321231,91885,198820,9919035,9458,790,91439,332475,249495,272054,68071,1618,1807112,1243,38,1587
7257,32164,19685,18866,2319534,272178,24020,15706,4190,3896,19346,255411,110471,217998,134138,31508,2604,2157,6824,659794,255447,336164,511681,253542,12200151,395,103553,104481
6840_2_{X-18},2312648,262131,552358,143361,166866,268817,8595,7724,12246,332069,197456,308903,62042,131582,2845951,4303,546,85999,306992,250222,260130,69088,11083,9313395,842,64,491
6833_2_{X-18},960342,290252,446010,782867,543686,245503,58518,77829,24101,317967,127514,230731,118393,157262,2440508,7296,1828,93276,350296,179746,243264,79254,109217,9964570,1672,19136,44866
6831_2_{X-18},1296445,255102,455681,344167,403803,340317,16408,29139,21717,316432,118486,249204,75736,156200,3060151,6818,813,80416,317515,177267,229125,68703,38397,9798156,985,264,58457
7256_2,123506,69179,26379,1282843,97451,28355,33642,5484,1587,71263,144630,60313,58940,80305,378751,13608,1702,3966,169848,179631,231071,174314,144370,14435007,4442,46271,49046
6443_3,135999,100872,40652,1202219,196379,43660,38201,7525,3695,107369,184941,75957,72016,91060,752151,15188,1396,6238,213474,224114,240425,157297,163948,13738305,5088,46420,51315
6450_3,102666,66103,21520,1273835,97531,19091,32341,5447,1517,56308,125843,56586,59757,76235,272182,8187,1632,4183,173891,264182,240889,179193,160342,14517612,3267,46221,49343
6446_1,100382,47678,20901,1265036,133330,38419,35648,4560,1410,60018,133494,104606,63517,82925,287798,8861,1409,4775,162133,255843,247539,180003,171758,14405154,1572,46890,50245
6678_2_{X-18},2946285,259396,723524,108195,141418,307924,7024,5783,14771,409998,251966,395225,104802,179005,5449580,4165,598,110605,348149,169707,309913,63319,16260,5586796,1484,1,11
7256_3,130798,71134,30016,1258830,126291,40723,34361,6376,1803,68861,147976,64286,56910,79774,554374,13482,1358,4921,178905,223781,243839,170182,143241,14164464,4753,45201,49264
6680_2_{X-18},2224612,286334,508880,169050,214817,279442,9399,7026,14753,367448,245121,309256,119300,169225,8024653,5785,608,88354,322996,189349,253403,55244,16140,4033454,1228,0,27
6837_1_{X-18},2515538,266383,546028,87454,76216,248422,4847,3084,11435,332040,251418,388234,55537,121852,5934125,1900,172,85508,230217,104214,151002,46737,3227,6449770,524,16,4
6834_1_{X-18},1373061,186354,427941,166457,175236,227175,11197,12199,13425,229906,54571,216659,55356,121605,4170599,5779,469,48569,260205,243384,176839,54003,4586,9662372,1746,57,16154
6443_4,122793,101630,34638,1273932,131549,47638,40956,5864,2690,82378,196126,65839,64094,88064,376239,12244,1382,4798,207071,269279,238253,169788,148522,14127369,3875,47522,51371
7258,37754,25430,28810,2061416,720397,41853,21078,6929,5644,16073,256529,133312,141827,140325,229115,2752,2373,9137,468735,323546,365272,423837,348171,11889413,490,106286,109400
6671_1_{X-18},2183483,233530,555116,101600,129129,250010,8102,5647,8563,244202,207928,297836,57377,122819,4673669,4736,482,80486,303798,253054,225447,60032,5312,7902368,993,61,124
7252_3,111350,60347,23666,1254504,71544,22448,28753,3659,1310,38700,123063,58131,63142,73007,360875,10470,1575,3859,150461,247774,249694,168927,137847,14556163,2222,44811,47602
6445,38313,28325,48523,1252962,1050336,88533,18090,8891,5785,25208,233068,123023,140682,130327,1329631,1936,1537,10442,383778,347643,383240,299287,397901,11388317,569,83695,95862
7253_2,102904,57628,14762,1228410,63394,16490,27600,3289,1172,42026,99604,50940,74601,70327,164023,9210,1709,3034,161366,223356,202041,170462,129214,14905142,2265,44432,46503
8738,78926,261845,619773,175478,543465,158387,56581,347416,209500,135872,17899,300966,24650,47725,11891179,1225,1205,3984,317512,555789,506450,42699,171654,339250,302,11,104503
8765,86083,261228,664194,133924,490927,160537,74748,362192,221245,167585,19133,298563,47710,72734,11731520,1780,1039,3951,317873,654505,503194,40891,167443,331588,256,9,99394
8764_2,242020,10705,17838,199634,378944,129281,6623,9400,3295,20854,5065,80699,28018,36246,6257116,4164,429,2131,95962,61524,108131,58764,19662,136398,547,129,49045
8750_1,303817,11929,34251,97103,346981,242409,4787,10714,6426,35974,5492,81817,36026,39011,6229842,4723,638,2819,84108,89731,107857,41113,466,96092,250,7,48241
8746_1,221809,9293,20633,144206,360125,169501,4887,6804,3410,18018,3103,75623,27937,39494,6408045,6575,417,2244,98456,46207,97635,54169,4256,93017,553,58,46149
8761,233815,144910,877743,84156,346359,274271,42547,231205,303621,194784,18583,237344,15241,103838,12167478,856,837,3845,239909,426465,462556,38691,100981,272971,240,0,91000
8759,209772,143886,877518,82171,354169,269771,38480,240731,318366,207909,17273,239679,29124,111060,12100139,1043,879,3857,267692,418857,473021,39375,104424,273731,302,4,91013
8762_1,265206,13699,26687,149520,380559,171400,6514,17116,7329,31376,5140,82271,43553,56511,6118191,4916,707,2405,142309,93666,110599,60597,12250,109127,659,28,50289
8736_4,208884,10612,18645,174635,383065,141780,5669,9084,3617,20087,5027,79599,31435,39109,6247147,5440,479,2235,140345,93351,105590,61873,16754,109295,610,103,48154
8764_4,257281,13384,29556,144685,358882,166621,5920,20964,10290,26743,3649,79574,29364,42425,6304065,4179,367,2276,93601,60680,105624,52989,3444,97379,495,58,48129
8753_4,247096,9938,28383,65721,352607,293887,3999,9400,6738,32017,7199,86463,35530,40882,6261367,6276,656,3016,102413,68029,104827,47474,1440,98263,431,8,48564
8774,681349,334352,37017,723768,51786,16290,377440,31683,4430,106968,50929,206321,88045,104814,176310,5782,827,2666,389334,439032,389242,146370,197987,13176510,750,82739,93163
8739_2,304772,15779,94683,41681,200437,272162,6179,56776,59767,43393,21847,93430,34330,38102,6179970,7673,537,3302,109011,89392,113705,35523,205,91276,500,3,48189
8733_3,203499,7630,13484,289864,300704,90663,6693,4541,1801,10657,6404,68944,25528,30856,6395661,5530,302,1309,90608,60632,98702,67276,23615,110667,852,146,46056
8738_2,216407,10777,23058,115018,380938,207122,5227,9807,4636,30995,5269,84582,33796,45237,6258838,4933,515,2991,98565,98717,115425,51229,3263,105663,617,16,48983
8772,788299,311987,41841,688427,53479,20895,346653,30241,5812,111134,49901,216749,85593,104212,74452,8767,1220,2567,480436,425978,388369,145678,203148,13157149,616,79904,92397
8792,774316,328578,39031,685564,56930,20824,340887,34224,5890,111727,47901,219668,91624,108547,78010,8281,1639,2714,656578,531075,388065,156555,280955,12770307,837,82366,92811
8739_4,259787,12770,41790,107539,332948,216236,6377,20032,11649,41994,8797,92464,34797,41028,6208288,3874,534,3023,122193,91800,116830,39666,439,98223,480,7,49059
8732_3,240109,8937,15901,150607,382335,190834,3851,2308,1369,24934,13184,89224,36928,45487,6131641,4072,506,2431,141845,108650,109938,59913,15787,132671,652,67,48443
8764_1,243318,10386,21488,163716,377380,174412,5061,8067,3801,21754,4489,82150,28815,38945,6283131,4852,453,2138,100439,59793,106396,56786,11022,104331,432,101,48968
8759_2,272689,12887,32647,63907,350065,243967,5496,23873,20042,28622,5929,86090,26996,40761,6266173,6094,652,2182,99057,63641,107565,52656,4368,97770,521,36,47938
8762_3,339775,29005,51216,196049,244080,126580,15818,38530,12964,45798,5798,83031,42067,57863,6133980,3741,491,2412,141850,85015,108052,48299,1148,99278,546,31,49207
8750_2,277001,14439,39770,59142,328679,251688,5709,36446,30566,33391,5418,84860,29592,43560,6194732,6830,817,2825,97440,93771,118394,50117,3717,103849,577,15,49279
8732_4,249217,20418,37607,86624,325427,167846,11824,61107,24098,30766,9700,89926,31903,44476,6232831,6822,483,2502,121216,93975,111938,52294,3987,97196,598,13,47830
8760_3,342550,21659,69008,97839,276065,177230,11995,61507,29522,47119,5394,86860,28234,41282,6154087,2621,604,2478,131290,72771,109479,40963,541,100972,424,24,50106
8782,652506,565788,61108,546792,92907,27496,289226,65959,7806,125076,63302,269818,55036,107928,1767539,18437,1054,2615,461927,656566,464101,136377,192235,11107449,581,45467,130808
8752_4,291571,17226,46875,109138,312310,200224,7848,34193,15664,37823,5457,83823,34854,41718,6228708,5264,525,2695,96923,87337,112785,43340,733,96885,394,15,48296
8744_4,238920,11028,23917,114729,405881,203471,4625,5578,3117,29884,7878,83156,39060,50765,6170295,4793,648,2601,144005,82900,108481,58256,9520,109535,631,41,48909
8786,720818,372070,42126,666115,66870,22348,351712,43651,6345,108452,55729,206020,87001,105243,288576,6858,1381,2824,514104,373206,377220,139435,248038,12932565,651,82862,93684
8738_3,254660,11494,37300,94206,338135,232024,4731,13155,7906,32412,3810,80919,38619,36210,6287758,5202,448,3403,99746,90916,107017,39972,264,94117,442,3,47755
8797,767099,466841,47011,563276,60865,19955,311328,42153,5473,123660,78117,208059,71158,109448,907974,15332,476,2364,463048,519210,393975,142253,198734,12221221,742,79149,96983
8759_3,278652,15230,33359,124963,367630,151600,8307,27206,12308,30895,5436,80716,28827,45338,6275273,4242,431,2471,107208,56712,101629,53471,5130,97133,534,22,47901
8734,182086,119263,876497,73210,346702,303142,49536,225071,359570,196555,19056,237622,15996,101994,12159897,1039,906,4069,234096,410040,490254,40037,103260,273083,275,0,90990
8762_4,275108,23125,43292,123834,330468,151495,15221,43487,20214,33125,4182,81613,35876,56519,6185202,5832,460,2168,129039,80453,112154,55566,3748,100731,733,44,48935
8762_2,260092,8740,17671,105782,409642,220611,5055,4659,2566,31939,5703,83520,44963,57207,6135475,5400,584,2799,138960,78930,111781,58136,7940,113671,791,23,49984
8765_4,261241,9987,22182,165064,379907,166389,5185,7461,3370,24907,6842,82006,37337,45384,6167781,5340,366,2143,129381,100973,111032,63461,12092,103270,751,90,48682
8762,194118,143933,873712,71039,360965,262447,53138,245779,324338,256635,23589,239324,77806,144988,11809973,2635,983,3925,253963,519253,537472,40453,108283,274156,306,4,91029
8753,77782,555494,352360,348104,449320,71593,189531,309409,72783,110452,17199,303258,23071,72352,11474327,1230,1409,3741,389908,433928,405736,122156,190647,778376,335,147,159598
8743,62555,483985,362418,351843,519089,81719,139176,337260,90242,112228,18043,303101,20050,62499,11556705,1213,1371,4040,335706,515829,448771,116232,192709,637869,361,118,159114
8728_4,249368,13372,34436,103595,341491,213949,6153,20567,10085,32505,4100,81031,30154,41884,6285943,6063,873,2258,121726,60895,104501,47763,1996,98559,566,25,48766
8746_2,147213,7814,16256,177864,362854,146723,4640,3443,1940,13705,3745,74433,27015,33683,6457550,6152,365,1823,97468,56357,99275,61058,14906,99142,762,105,46333
8731_4,233770,8303,21780,90287,367696,253010,3716,6174,3641,20927,4353,79555,44329,45568,6247267,7743,555,2851,119342,83034,107869,62043,2787,97417,762,29,47816
8752,142993,176393,809809,114211,417966,219068,40887,292111,293243,186495,18338,269336,20863,85147,12016080,1239,1020,3950,241449,515944,509072,40487,124516,282027,270,7,91325
8753_2,286717,22639,53379,116617,305961,165014,10002,43839,24266,33797,5314,85424,27324,44730,6247209,3853,669,2220,113059,63186,106828,48502,2722,100111,573,42,48627
8735_1,177502,9141,13638,113650,426174,180804,5142,4617,2379,15180,7494,78416,29380,34240,6287966,7073,748,2342,114882,58793,101900,64430,21070,156419,832,59,48353
8736_2,206824,11527,18123,173030,384181,132754,6587,9616,3540,20118,5811,78488,30340,38252,6275918,7482,540,2137,127634,91763,104906,63841,16900,103761,762,62,47727
8748_2,250215,21542,34349,234383,287412,121425,13917,25086,6523,29110,5910,84735,25819,41405,6238468,2014,615,1977,126698,68813,109716,50944,15319,116366,446,73,49344
8743_2,231251,12828,28017,111811,372285,225885,4906,9389,5153,32374,6568,83786,31355,44951,6243532,4388,648,2470,102450,91705,112742,50492,3437,100383,579,26,49213
8766,216076,591773,523951,331327,288708,73025,105175,240289,66716,117025,25186,310204,17408,49104,12101394,677,1045,3751,353043,351492,439247,59768,190833,333857,169,61,122942
8798_4,116704,31968,7569,1222713,46562,15165,17416,2399,1102,62328,75037,54540,104395,94530,135397,10487,2006,2500,177642,333633,190763,184252,142791,14784994,721,48474,49816
8735_3,214706,11151,22689,134614,380343,178429,5883,10199,4487,20575,4269,78329,28545,40178,6325924,6160,546,2428,123544,55407,101687,58868,7343,97896,536,72,47816
8740_3,281345,13870,48502,90375,315453,229600,5523,19162,12383,41015,7999,85738,45044,43335,6199074,6221,514,3203,106073,112064,112207,39659,388,95129,516,4,48228
8738_4,240667,10640,28574,101595,353573,240053,4223,9126,5395,31702,4414,85401,41134,40022,6245601,6442,558,3410,103471,99415,117875,42117,603,97649,385,2,48577
8798_1,41345,22385,10267,1210506,52002,68925,14539,2951,1229,19215,80678,56468,75759,66711,166372,7225,1690,3078,134197,305450,223406,181535,146704,14924785,482,47836,50164
8730_2,213841,10748,14760,178626,389749,132529,6483,5763,2107,14277,5924,78392,29319,33964,6310890,7597,680,2098,96656,71606,103158,69435,20674,115027,779,67,47475
8760_1,321811,9488,25588,83026,340421,311406,4045,3722,2470,32733,5072,83801,32433,40630,6150691,3995,566,2827,116062,85746,108330,46365,1149,100345,380,20,49502
8745_3,238413,12240,21637,110869,366436,221418,4923,7891,3741,29488,7968,81683,37407,45431,6268469,4831,611,2402,113032,75828,102770,55695,4184,96910,515,21,47811
8764_3,235723,7398,15899,159489,408488,163025,3628,3283,1785,16898,5712,77970,29537,35586,6280476,5290,444,2143,102747,57067,104815,61391,18082,116225,566,109,48848
8773,618146,344061,39129,744904,76040,23263,385592,47916,6866,105554,59188,205038,91993,106120,288981,5792,2081,3273,456288,384215,393287,143648,198871,13007976,623,82964,94095
8761_3,259073,8697,16180,157755,405284,178220,4667,3339,1700,26411,4691,82209,27333,40218,6187463,2423,596,2485,114812,62656,109461,54606,18126,143318,391,76,50434
8745,73656,546217,342561,357337,464299,71571,178020,314820,76840,119439,19088,304100,45735,92891,11233590,1434,1467,3796,431557,485494,410279,126436,192695,862285,491,123,158025
8734_3,209102,9931,20280,154957,388758,146802,5393,8084,4363,15888,3827,79212,30541,39524,6365652,6917,419,2290,85682,61965,105767,63523,9841,95950,726,77,47153
